Test : Start of hold value,"100.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"32.80000","1.47913","1.71591","29.11092","0.00269","15.05062"
"32.90000","1.48003","1.78419","29.11092","0.00270","15.64951"
"33.00000","1.48088","1.85340","29.11092","0.00271","16.25656"
"33.10000","1.48170","1.92836","29.11092","0.00272","16.91405"
"33.20000","1.48242","1.98073","29.11092","0.00272","17.37345"
"33.30000","1.48324","2.02307","29.07248","0.00273","17.74480"
"33.40000","1.48401","2.03032","29.07248","0.00274","17.80840"
"33.50000","1.48477","2.04178","29.07248","0.00275","17.90891"
"33.60000","1.48565","2.03753","29.07248","0.00276","17.87163"
"33.70000","1.48653","2.03908","29.07248","0.00276","17.88524"
"33.80000","1.48744","2.06351","29.05983","0.00277","18.09948"
"33.90000","1.48837","2.09368","29.05983","0.00278","18.36415"
"34.00000","1.48920","2.13473","29.05983","0.00279","18.72419"
"34.10000","1.48998","2.17742","29.05983","0.00280","19.09861"
"34.20000","1.49075","2.21686","29.05983","0.00281","19.44459"
"34.30000","1.49154","2.26631","29.05983","0.00281","19.87833"
"34.40000","1.49232","2.27981","29.07660","0.00282","19.99671"
"34.50000","1.49313","2.24272","29.07660","0.00283","19.67139"
"34.60000","1.49398","2.16113","29.07660","0.00284","18.95578"
"34.70000","1.49488","2.07140","29.07660","0.00285","18.16868"
"34.80000","1.49583","2.02151","29.07660","0.00286","17.73116"
"34.90000","1.49671","1.97394","29.07660","0.00286","17.31390"
"35.00000","1.49750","1.92682","29.14624","0.00287","16.90055"
"35.10000","1.49828","1.89401","29.14624","0.00288","16.61283"
"35.20000","1.49908","1.89001","29.14624","0.00289","16.57769"
"35.30000","1.49986","1.88704","29.14624","0.00290","16.55169"
"35.40000","1.50067","1.89829","29.14624","0.00290","16.65035"
"35.50000","1.50148","1.91948","29.14624","0.00291","16.83615"
"35.60000","1.50229","1.91564","29.18203","0.00292","16.80252"
"35.70000","1.50321","1.88343","29.18203","0.00293","16.51994"
"35.80000","1.50411","1.80787","29.18203","0.00294","15.85721"
"35.90000","1.50500","1.74910","29.18203","0.00295","15.34173"
"36.00000","1.50581","1.68657","29.18203","0.00295","14.79329"
"36.10000","1.50655","1.62268","29.18523","0.00296","14.23288"
"36.20000","1.50736","1.58111","29.18523","0.00297","13.86824"
"36.30000","1.50817","1.58751","29.18523","0.00298","13.92441"
"36.40000","1.50897","1.62591","29.18523","0.00299","14.26125"
"36.50000","1.50978","1.69132","29.18523","0.00299","14.83497"
"36.60000","1.51061","1.75510","29.18523","0.00300","15.39439"
"36.70000","1.51154","1.82810","29.12845","0.00301","16.03469"
"36.80000","1.51245","1.88323","29.12845","0.00302","16.51820"
"36.90000","1.51331","1.91259","29.12845","0.00303","16.77579"
"37.00000","1.51411","1.92541","29.12845","0.00304","16.88820"
"37.10000","1.51486","1.92498","29.12845","0.00304","16.88446"
"37.20000","1.51568","1.92679","29.12845","0.00305","16.90029"
"37.30000","1.51647","1.94731","29.06666","0.00306","17.08028"
"37.40000","1.51732","1.96484","29.06666","0.00307","17.23404"
"37.50000","1.51819","2.02122","29.06666","0.00308","17.72856"
"37.60000","1.51900","2.09096","29.06666","0.00308","18.34024"
"37.70000","1.51992","2.16380","29.06666","0.00309","18.97921"
"37.80000","1.52086","2.23937","29.06666","0.00310","19.64199"
"37.90000","1.52167","2.32019","29.02360","0.00311","20.35094"
"38.00000","1.52245","2.36868","29.02360","0.00312","20.77621"
"38.10000","1.52326","2.38982","29.02360","0.00313","20.96161"
"38.20000","1.52406","2.39565","29.02360","0.00313","21.01276"
"38.30000","1.52487","2.38301","29.02360","0.00314","20.90195"
"38.40000","1.52568","2.36603","29.02360","0.00315","20.75296"
"38.50000","1.52655","2.35646","29.01785","0.00316","20.66906"
"38.60000","1.52738","2.37999","29.01785","0.00317","20.87539"
"38.70000","1.52828","2.36870","29.01785","0.00318","20.77637"
"38.80000","1.52917","2.32849","29.01785","0.00319","20.42371"
"38.90000","1.52999","2.29935","29.01785","0.00319","20.16809"
"39.00000","1.53074","2.30317","29.04939","0.00320","20.20166"
"39.10000","1.53154","2.30043","29.04939","0.00321","20.17760"
"39.20000","1.53236","2.30143","29.04939","0.00322","20.18632"
"39.30000","1.53318","2.28105","29.04939","0.00322","20.00761"
"39.40000","1.53402","2.25837","29.04939","0.00323","19.80870"
"39.50000","1.53489","2.20962","29.04939","0.00324","19.38105"
"39.60000","1.53572","2.14973","29.09029","0.00325","18.85579"
"39.70000","1.53662","2.10090","29.09029","0.00326","18.42750"
"39.80000","1.53748","2.05125","29.09029","0.00327","17.99200"
"39.90000","1.53828","2.01036","29.09029","0.00328","17.63332"
"40.00000","1.53907","1.99529","29.09029","0.00328","17.50116"
"40.10000","1.53985","1.99317","29.09029","0.00329","17.48251"
"40.20000","1.54068","1.99060","29.10306","0.00330","17.45999"
"40.30000","1.54152","1.98383","29.10306","0.00331","17.40057"
"40.40000","1.54236","1.99831","29.10306","0.00332","17.52764"
"40.50000","1.54324","2.00980","29.10306","0.00332","17.62843"
"40.60000","1.54410","2.02946","29.10306","0.00333","17.80085"
"40.70000","1.54495","2.01767","29.10306","0.00334","17.69744"
"40.80000","1.54579","2.01379","29.06850","0.00335","17.66341"
"40.90000","1.54660","2.00225","29.06850","0.00336","17.56222"
"41.00000","1.54740","2.01397","29.06850","0.00337","17.66498"
"41.10000","1.54820","2.04270","29.06850","0.00337","17.91701"
"41.20000","1.54902","2.08782","29.06850","0.00338","18.31274"
"41.30000","1.54982","2.15455","29.01185","0.00339","18.89801"
"41.40000","1.55069","2.21849","29.01185","0.00340","19.45885"
"41.50000","1.55156","2.30063","29.01185","0.00341","20.17931"
"41.60000","1.55246","2.37757","29.01185","0.00342","20.85423"
